pag_pk,pag_fecha_planificada,pag_importe_planificado,pag_fecha_real,pag_importe_real,pag_confirmar,mon_pk,mon_nombre
139,"2011-11-22 00:00:00",36356,"2011-11-22 00:00:00",36356,NULL,1,Pesos
140,"2011-12-13 00:00:00",72712,"2011-12-13 00:00:00",72712,NULL,1,Pesos
141,"2011-12-20 00:00:00",109068,"2011-12-20 00:00:00",109068,NULL,1,Pesos
142,"2012-10-01 00:00:00",145424,NULL,0,NULL,1,Pesos
143,"2011-11-22 00:00:00",36356,"2011-11-22 00:00:00",36356,NULL,1,Pesos
144,"2011-12-20 00:00:00",72712,"2011-12-20 00:00:00",72712,NULL,1,Pesos
145,"2011-12-21 00:00:00",109068,"2011-12-21 00:00:00",109068,NULL,1,Pesos
146,"2012-10-01 00:00:00",145424,NULL,0,NULL,1,Pesos
132,"2011-11-22 00:00:00",36356,"2011-11-22 00:00:00",36356,NULL,1,Pesos
133,"2011-12-13 00:00:00",72712,"2011-12-13 00:00:00",72712,NULL,1,Pesos
136,"2011-12-20 00:00:00",109068,"2011-12-20 00:00:00",109068,NULL,1,Pesos
137,"2012-10-15 00:00:00",145424,NULL,0,NULL,1,Pesos
131,"2011-11-22 00:00:00",36356,"2011-11-22 00:00:00",36356,NULL,1,Pesos
134,"2011-12-20 00:00:00",72712,"2011-12-20 00:00:00",72712,NULL,1,Pesos
135,"2011-12-21 00:00:00",109068,"2011-12-21 00:00:00",109068,NULL,1,Pesos
138,"2012-10-15 00:00:00",145424,NULL,0,NULL,1,Pesos
54,"2012-05-09 00:00:00",488952,"2012-06-07 00:00:00",488952,NULL,1,Pesos
99,"2012-07-09 00:00:00",1222380,"2012-10-22 00:00:00",1222380,NULL,1,Pesos
100,"2012-08-09 00:00:00",1222380,"2012-11-06 00:00:00",1222380,NULL,1,Pesos
101,"2012-08-09 00:00:00",1222380,"2012-12-12 00:00:00",1222380,NULL,1,Pesos
102,"2012-09-10 00:00:00",733428,"2012-12-12 00:00:00",733428,NULL,1,Pesos
185,"2012-01-02 00:00:00",328043.38,"2012-01-19 00:00:00",328043.38,NULL,1,Pesos
186,"2012-03-05 00:00:00",328043.38,"2012-08-20 00:00:00",328043.38,NULL,1,Pesos
187,"2012-08-30 00:00:00",656086.75,"2012-09-07 00:00:00",656086.75,NULL,1,Pesos
476,"2012-09-28 00:00:00",328043,"2012-10-11 00:00:00",328043.38,NULL,1,Pesos
188,"2012-09-10 00:00:00",117120,"2012-10-11 00:00:00",117120,NULL,1,Pesos
189,"2012-09-10 00:00:00",117120,"2012-10-18 00:00:00",117120,NULL,1,Pesos
190,"2012-10-10 00:00:00",117120,"2012-11-12 00:00:00",117120,NULL,1,Pesos
202,"2012-10-10 00:00:00",117120,"2012-12-14 00:00:00",117120,NULL,1,Pesos
203,"2012-11-09 00:00:00",117120,"2012-12-28 00:00:00",117120,NULL,1,Pesos
204,"2012-12-10 00:00:00",117120,"2013-03-04 00:00:00",117120,NULL,1,Pesos
154,"2011-11-18 00:00:00",310134,"2011-12-20 00:00:00",310134,NULL,1,Pesos
206,"2011-12-23 00:00:00",310134,"2011-12-20 00:00:00",310134,NULL,1,Pesos
207,"2012-04-13 00:00:00",620268,"2012-09-11 00:00:00",620268,NULL,1,Pesos
208,"2012-06-13 00:00:00",310134,"2013-01-24 00:00:00",310134,NULL,1,Pesos
191,"2012-07-12 00:00:00",117120,"2012-06-25 00:00:00",166164,NULL,1,Pesos
209,"2012-08-13 00:00:00",117120,"2012-08-06 00:00:00",51240,NULL,1,Pesos
210,"2012-09-12 00:00:00",117120,"2013-01-25 00:00:00",24156,NULL,1,Pesos
211,"2012-10-12 00:00:00",117120,"2013-01-25 00:00:00",336720,NULL,1,Pesos
212,"2012-11-12 00:00:00",117120,"2013-01-31 00:00:00",51240,NULL,1,Pesos
213,"2012-12-12 00:00:00",117120,"2012-12-31 00:00:00",117120,NULL,1,Pesos
39,"2012-03-06 00:00:00",5000,"2012-03-15 00:00:00",2500,NULL,1,Pesos
13,"2012-02-10 00:00:00",6100,"2012-02-10 00:00:00",6100,NULL,1,Pesos
14,"2012-03-16 00:00:00",12200,"2012-04-30 00:00:00",12200,NULL,1,Pesos
15,"2012-08-01 00:00:00",18300,"2012-08-28 00:00:00",18300,NULL,1,Pesos
16,"2012-08-01 00:00:00",18300,"2012-10-18 00:00:00",18300,NULL,1,Pesos
17,"2012-09-26 00:00:00",6100,"2012-12-18 00:00:00",6100,NULL,1,Pesos
10,"2011-12-28 00:00:00",100000,"2011-12-28 00:00:00",100000,NULL,1,Pesos
55,"2012-07-06 00:00:00",150000,"2012-08-17 00:00:00",150000,NULL,1,Pesos
56,"2012-09-06 00:00:00",600000,"2012-12-04 00:00:00",600000,NULL,1,Pesos
57,"2012-11-05 00:00:00",600000,"2012-12-19 00:00:00",600000,NULL,1,Pesos
58,"2012-12-04 00:00:00",150000,"2012-12-20 00:00:00",150000,NULL,1,Pesos
405,"2013-05-31 00:00:00",44700,"2013-03-26 00:00:00",44676.4,NULL,1,Pesos
406,"2013-07-31 00:00:00",0,NULL,0,NULL,1,Pesos
407,"2013-10-31 00:00:00",0,NULL,0,NULL,1,Pesos
408,"2013-10-31 00:00:00",0,NULL,0,NULL,1,Pesos
409,"2013-11-29 00:00:00",0,NULL,0,NULL,1,Pesos
410,"2013-04-30 00:00:00",84882,"2013-07-08 00:00:00",84882,NULL,1,Pesos
411,"2013-08-30 00:00:00",97588,"2013-10-28 00:00:00",97588,NULL,1,Pesos
412,"2013-11-11 00:00:00",97588,"2013-11-22 00:00:00",97588,NULL,1,Pesos
413,"2013-01-31 00:00:00",375760,"2013-01-31 00:00:00",375760,NULL,1,Pesos
414,"2013-02-28 00:00:00",225456,"2013-02-28 00:00:00",225456,NULL,1,Pesos
415,"2013-03-29 00:00:00",148840,"2013-03-29 00:00:00",148840,NULL,1,Pesos
416,"2013-04-30 00:00:00",148840,"2013-04-30 00:00:00",148840,NULL,1,Pesos
417,"2013-05-31 00:00:00",148840,"2013-05-30 00:00:00",148840,NULL,1,Pesos
418,"2013-06-28 00:00:00",148840,"2013-06-28 00:00:00",148840,NULL,1,Pesos
419,"2013-07-31 00:00:00",148840,"2013-07-25 00:00:00",148840,NULL,1,Pesos
420,"2013-08-30 00:00:00",148840,"2013-08-29 00:00:00",148840,NULL,1,Pesos
421,"2013-09-30 00:00:00",148840,"2013-09-26 00:00:00",148840,NULL,1,Pesos
422,"2013-10-31 00:00:00",148840,"2013-10-30 00:00:00",148840,NULL,1,Pesos
423,"2013-11-29 00:00:00",148840,"2013-11-22 00:00:00",148840,NULL,1,Pesos
424,"2013-12-31 00:00:00",148840,"2013-12-27 00:00:00",148840,NULL,1,Pesos
157,"2012-09-17 00:00:00",803929,"2012-12-03 00:00:00",803929,NULL,1,Pesos
158,"2012-08-24 00:00:00",696747,"2012-12-18 00:00:00",696747,NULL,1,Pesos
159,"2012-08-20 00:00:00",276940,"2012-12-03 00:00:00",276940,NULL,1,Pesos
160,"2012-06-11 00:00:00",1238280,"2012-10-23 00:00:00",1238280,NULL,1,Pesos
161,"2012-07-16 00:00:00",512650,"2012-10-23 00:00:00",512650,NULL,1,Pesos
162,"2012-07-20 00:00:00",512650,"2012-10-23 00:00:00",512650,NULL,1,Pesos
163,"2012-07-20 00:00:00",512650,"2012-10-23 00:00:00",512650,NULL,1,Pesos
164,"2012-09-03 00:00:00",747440,"2012-11-15 00:00:00",747440,NULL,1,Pesos
241,"2012-09-03 00:00:00",649496,"2012-11-15 00:00:00",649496,NULL,1,Pesos
249,"2012-09-12 00:00:00",649496,"2012-11-15 00:00:00",649496,NULL,1,Pesos
242,"2012-10-03 00:00:00",259798,"2012-11-15 00:00:00",259798,NULL,1,Pesos
243,"2012-10-12 00:00:00",259798,"2012-11-15 00:00:00",259798,NULL,1,Pesos
244,"2012-10-12 00:00:00",259798,"2012-11-15 00:00:00",1440445,NULL,1,Pesos
245,"2012-10-19 00:00:00",259798,"2012-12-21 00:00:00",259798,NULL,1,Pesos
246,"2012-11-01 00:00:00",178827,"2012-12-21 00:00:00",178827,NULL,1,Pesos
247,"2012-11-05 00:00:00",178827,"2012-12-21 00:00:00",178827,NULL,1,Pesos
250,"2012-11-22 00:00:00",178827,"2012-12-21 00:00:00",178827,NULL,1,Pesos
248,"2012-12-12 00:00:00",470129,"2012-12-21 00:00:00",470129,NULL,1,Pesos
275,"2012-12-31 00:00:00",515770,"2013-03-08 00:00:00",515770,NULL,1,Pesos
276,"2013-01-31 00:00:00",515770,"2013-05-09 00:00:00",515770,NULL,1,Pesos
277,"2013-03-05 00:00:00",515770,"2013-05-16 00:00:00",515770,NULL,1,Pesos
278,"2013-01-25 00:00:00",257885,"2013-08-12 00:00:00",257885,NULL,1,Pesos
279,"2013-04-29 00:00:00",257885,"2013-06-12 00:00:00",257885,NULL,1,Pesos
280,"2013-04-29 00:00:00",515770,"2013-06-12 00:00:00",515770,NULL,1,Pesos
281,"2014-03-31 00:00:00",1547309,"2014-05-21 00:00:00",1547309,NULL,1,Pesos
282,"2014-03-31 00:00:00",1031539,"2014-05-21 00:00:00",1031539,NULL,1,Pesos
566,"2013-01-31 00:00:00",294539,"2013-01-31 00:00:00",294539,NULL,1,Pesos
567,"2013-02-28 00:00:00",581526,"2013-06-17 00:00:00",581526,NULL,1,Pesos
568,"2013-03-31 00:00:00",336077,"2013-06-12 00:00:00",362274,NULL,1,Pesos
569,"2013-03-30 00:00:00",459628,"2013-04-25 00:00:00",459628,NULL,1,Pesos
570,"2013-05-31 00:00:00",336077,"2013-06-01 00:00:00",340620,NULL,1,Pesos
571,"2013-06-30 00:00:00",336077,"2013-07-10 00:00:00",377142,NULL,1,Pesos
572,"2012-12-31 00:00:00",130631,"2012-12-31 00:00:00",130631,NULL,1,Pesos
1091,"2014-06-17 00:00:00",1266335,"2014-06-17 00:00:00",1266335,NULL,1,Pesos
125,"2012-11-23 00:00:00",25205,"2012-11-23 00:00:00",25205,1,1,Pesos
427,"2012-12-28 00:00:00",25205,"2012-12-28 00:00:00",25205,1,1,Pesos
428,"2013-05-10 00:00:00",17644,"2013-05-10 00:00:00",17644,1,1,Pesos
429,"2013-06-21 00:00:00",17644,"2013-06-21 00:00:00",17644,1,1,Pesos
430,"2013-07-26 00:00:00",40328,"2013-07-26 00:00:00",40328,1,1,Pesos
1012,"2014-06-30 00:00:00",81211,NULL,0,NULL,1,Pesos
1013,"2014-07-31 00:00:00",81211,NULL,0,NULL,1,Pesos
1014,"2014-08-29 00:00:00",81211,"2014-08-29 00:00:00",94746,1,1,Pesos
1015,"2014-09-30 00:00:00",81211,NULL,0,NULL,1,Pesos
1016,"2014-10-31 00:00:00",81211,NULL,0,NULL,1,Pesos
1017,"2014-11-28 00:00:00",81211,"2014-12-31 00:00:00",378984,1,1,Pesos
1018,"2014-12-31 00:00:00",81211,"2015-02-20 00:00:00",94746,1,1,Pesos
192,"2012-06-22 00:00:00",311283,"2012-06-29 00:00:00",311283,NULL,1,Pesos
194,"2012-09-18 00:00:00",311283,"2012-09-12 00:00:00",311283,NULL,1,Pesos
195,"2012-11-12 00:00:00",622566,"2013-01-24 00:00:00",622566,NULL,1,Pesos
196,"2012-12-21 00:00:00",311283,"2012-12-21 00:00:00",311283,NULL,1,Pesos
193,"2013-02-11 00:00:00",122000,"2012-12-31 00:00:00",122000,NULL,1,Pesos
197,"2013-03-11 00:00:00",122000,"2013-01-31 00:00:00",122000,NULL,1,Pesos
198,"2013-04-15 00:00:00",122000,"2013-02-28 00:00:00",122000,NULL,1,Pesos
199,"2013-05-17 00:00:00",122000,"2013-03-29 00:00:00",122000,NULL,1,Pesos
200,"2013-06-17 00:00:00",122000,"2013-04-30 00:00:00",122000,NULL,1,Pesos
201,"2013-07-22 00:00:00",122000,"2013-06-18 00:00:00",122000,NULL,1,Pesos
86,"2012-02-09 00:00:00",375000,"2012-02-16 00:00:00",931700,NULL,1,Pesos
87,"2012-03-08 00:00:00",375000,"2012-03-27 00:00:00",453130,NULL,1,Pesos
88,"2012-04-12 00:00:00",375000,"2012-04-10 00:00:00",453660,NULL,1,Pesos
89,"2012-05-11 00:00:00",375000,"2012-05-03 00:00:00",453660,NULL,1,Pesos
90,"2012-06-07 00:00:00",375000,"2012-06-11 00:00:00",207850,NULL,1,Pesos
91,"2012-07-12 00:00:00",375000,NULL,0,NULL,1,Pesos
92,"2012-08-09 00:00:00",250000,NULL,0,NULL,1,Pesos
93,"2012-07-12 00:00:00",454000,"2012-07-03 00:00:00",453660,NULL,1,Pesos
94,"2012-08-09 00:00:00",454000,"2012-08-06 00:00:00",469632,NULL,1,Pesos
95,"2012-09-17 00:00:00",454000,"2012-09-05 00:00:00",469632,NULL,1,Pesos
96,"2012-10-15 00:00:00",454000,"2012-10-03 00:00:00",472632,NULL,1,Pesos
97,"2012-06-07 00:00:00",230000,"2012-06-11 00:00:00",245280,NULL,1,Pesos
98,"2012-11-12 00:00:00",454000,"2012-11-09 00:00:00",455540,NULL,1,Pesos
166,"2012-12-10 00:00:00",550000,NULL,0,NULL,1,Pesos
167,"2012-12-31 00:00:00",470000,NULL,0,NULL,1,Pesos
170,"2012-01-01 00:00:00",0,NULL,0,NULL,1,Pesos
168,"2012-12-31 00:00:00",569013,"2013-04-01 00:00:00",661077,NULL,1,Pesos
267,"2012-10-12 00:00:00",216004.78,"2013-01-16 00:00:00",543934,NULL,1,Pesos
312,"2010-02-12 00:00:00",609926,"2012-11-26 00:00:00",192634,NULL,1,Pesos
169,"2012-12-31 00:00:00",228970,"2013-09-20 00:00:00",228970,NULL,1,Pesos
709,"2013-12-20 00:00:00",228970,"2013-12-19 00:00:00",228970,NULL,1,Pesos
182,"2012-10-31 00:00:00",3000,NULL,0,NULL,1,Pesos
261,"2012-11-15 00:00:00",265834,"2012-10-26 00:00:00",265834,NULL,1,Pesos
252,"2012-11-15 00:00:00",153176,"2013-01-11 00:00:00",153176,NULL,1,Pesos
251,"2012-11-15 00:00:00",388259,"2012-10-26 00:00:00",388259,NULL,1,Pesos
253,"2012-12-14 00:00:00",606883,"2012-10-26 00:00:00",606883,NULL,1,Pesos
124,"2012-06-21 00:00:00",373061,"2012-06-21 00:00:00",373061,NULL,1,Pesos
254,"2012-12-14 00:00:00",153473,"2012-10-26 00:00:00",153473,NULL,1,Pesos
266,"2012-11-12 00:00:00",678228,"2012-12-21 00:00:00",678228,NULL,1,Pesos
401,"2013-09-30 00:00:00",806133,"2013-12-27 00:00:00",806133,NULL,1,Pesos
402,"2013-09-30 00:00:00",806133,"2013-11-19 00:00:00",806133,NULL,1,Pesos
403,"2013-11-29 00:00:00",582428,"2013-12-27 00:00:00",641865,NULL,1,Pesos
404,"2013-11-29 00:00:00",582428,"2013-12-27 00:00:00",641865,NULL,1,Pesos
517,"2013-05-30 00:00:00",17568,"2013-05-30 00:00:00",17568,NULL,1,Pesos
518,"2013-06-28 00:00:00",158112,"2013-11-19 00:00:00",158112,NULL,1,Pesos
519,"2013-12-20 00:00:00",570960,"2013-10-16 00:00:00",653328,NULL,1,Pesos
520,"2013-07-01 00:00:00",941022,"2013-11-19 00:00:00",941022,NULL,1,Pesos
521,"2013-09-13 00:00:00",178315,"2013-11-19 00:00:00",178315,NULL,1,Pesos
522,"2013-09-30 00:00:00",582428,"2013-12-27 00:00:00",641865,NULL,1,Pesos
523,"2013-09-13 00:00:00",126880,"2013-08-21 00:00:00",126880,NULL,1,Pesos
670,"2013-10-30 00:00:00",73854,"2013-11-19 00:00:00",73854,NULL,1,Pesos
671,"2013-12-31 00:00:00",516146,NULL,0,NULL,1,Pesos
262,"2012-07-31 00:00:00",946957.9,"2012-07-31 00:00:00",946957.9,NULL,1,Pesos
263,"2012-10-30 00:00:00",874866.7,"2012-10-30 00:00:00",874866.7,NULL,1,Pesos
300,"2012-11-02 00:00:00",764755.3,"2012-12-13 00:00:00",764755.3,NULL,1,Pesos
339,"2012-12-03 00:00:00",602433.06,"2012-12-13 00:00:00",602433.06,NULL,1,Pesos
264,"2012-04-30 00:00:00",557525.44,"2012-12-13 00:00:00",557525.44,NULL,1,Pesos
155,"2012-07-26 00:00:00",263511,"2012-07-26 00:00:00",263511,1,1,Pesos
156,"2012-08-27 00:00:00",263512,"2012-08-27 00:00:00",263512,1,1,Pesos
104,"2010-02-12 00:00:00",42498.7,"2012-03-06 00:00:00",8172.78,NULL,1,Pesos
105,"2010-02-12 00:00:00",0,"2012-04-13 00:00:00",34325.92,NULL,1,Pesos
103,"2012-07-05 00:00:00",49036,"2012-07-05 00:00:00",86630,NULL,1,Pesos
165,"2010-02-12 00:00:00",420000,"2011-12-30 00:00:00",420000,NULL,1,Pesos
259,"2012-10-02 00:00:00",90054,"2012-10-09 00:00:00",90054,NULL,1,Pesos
1320,"2014-06-24 00:00:00",629071,"2014-06-24 00:00:00",629071,1,1,Pesos
1321,"2015-06-30 00:00:00",629071,"2014-12-15 00:00:00",629071,1,1,Pesos
524,"2013-07-19 00:00:00",102992,"2013-06-28 00:00:00",102992,NULL,1,Pesos
693,"2013-10-01 00:00:00",27791,"2013-10-01 00:00:00",27791,NULL,1,Pesos
694,"2013-11-01 00:00:00",27791,"2013-11-01 00:00:00",27791,NULL,1,Pesos
695,"2013-12-02 00:00:00",27791,"2013-12-02 00:00:00",27791,NULL,1,Pesos
283,"2013-05-02 00:00:00",2220742,"2013-06-14 00:00:00",2220742,NULL,1,Pesos
284,"2013-09-13 00:00:00",288408,"2013-09-13 00:00:00",288408,NULL,1,Pesos
285,"2013-12-13 00:00:00",288408,"2013-12-31 00:00:00",288408,NULL,1,Pesos
286,"2014-03-13 00:00:00",288408,"2014-05-06 00:00:00",288408,NULL,1,Pesos
287,"2014-06-13 00:00:00",288408,"2014-07-15 00:00:00",288408,NULL,1,Pesos
288,"2013-08-05 00:00:00",144204,"2013-12-31 00:00:00",144204,NULL,1,Pesos
289,"2013-11-04 00:00:00",144204,"2014-03-17 00:00:00",144204,NULL,1,Pesos
290,"2014-02-03 00:00:00",144204,"2014-06-17 00:00:00",144204,NULL,1,Pesos
291,"2014-05-05 00:00:00",144204,"2014-08-18 00:00:00",144204,NULL,1,Pesos
292,"2013-05-01 00:00:00",230726,"2013-05-01 00:00:00",230726,NULL,1,Pesos
293,"2013-08-01 00:00:00",230726,"2013-08-01 00:00:00",230726,NULL,1,Pesos
294,"2014-02-03 00:00:00",230726,"2013-12-31 00:00:00",230726,NULL,1,Pesos
295,"2014-05-05 00:00:00",230726,"2014-03-17 00:00:00",230729,NULL,1,Pesos
296,"2014-08-04 00:00:00",230726,"2014-05-28 00:00:00",230726,NULL,1,Pesos
297,"2014-11-03 00:00:00",230726,"2014-09-03 00:00:00",230726,NULL,1,Pesos
298,"2015-02-02 00:00:00",230726,NULL,0,NULL,1,Pesos
299,"2015-05-04 00:00:00",230726,NULL,0,NULL,1,Pesos
1039,"2014-05-02 00:00:00",1100000,"2014-05-23 00:00:00",407256,NULL,1,Pesos
1040,"2014-05-02 00:00:00",400000,"2014-05-28 00:00:00",355783,NULL,1,Pesos
345,"2012-12-21 00:00:00",196000,"2012-12-31 00:00:00",192906,NULL,1,Pesos
573,"2013-07-31 00:00:00",733998.4,NULL,0,NULL,1,Pesos
574,"2013-09-30 00:00:00",733998.4,NULL,0,NULL,1,Pesos
575,"2013-09-30 00:00:00",733998.4,NULL,0,NULL,1,Pesos
576,"2013-07-31 00:00:00",366999.2,NULL,0,NULL,1,Pesos
577,"2013-11-18 00:00:00",366999.2,NULL,0,NULL,1,Pesos
578,"2013-11-04 00:00:00",733998.4,NULL,0,NULL,1,Pesos
579,"2014-04-30 00:00:00",2201995.2,NULL,0,NULL,1,Pesos
580,"2013-11-15 00:00:00",1467996.8,NULL,0,NULL,1,Pesos
581,"2013-07-31 00:00:00",213352,"2014-05-21 00:00:00",116352,NULL,1,Pesos
582,"2013-08-30 00:00:00",213352,"2014-05-21 00:00:00",206024,NULL,1,Pesos
583,"2013-09-30 00:00:00",213352,"2014-05-21 00:00:00",228020,NULL,1,Pesos
584,"2013-10-31 00:00:00",213352,NULL,0,NULL,1,Pesos
585,"2013-11-29 00:00:00",213352,NULL,0,NULL,1,Pesos
490,"2013-04-30 00:00:00",1413312,"2013-04-30 00:00:00",1413312,NULL,1,Pesos
491,"2013-05-30 00:00:00",942208,"2013-05-30 00:00:00",942208,NULL,1,Pesos
492,"2013-07-31 00:00:00",9591,"2013-07-31 00:00:00",9591,NULL,1,Pesos
586,"2013-07-31 00:00:00",130540,"2013-09-05 00:00:00",130540,NULL,1,Pesos
376,"2013-02-28 00:00:00",170958.6,"2013-02-28 00:00:00",170958.6,NULL,1,Pesos
377,"2013-04-30 00:00:00",124019,"2013-04-30 00:00:00",124019,NULL,1,Pesos
378,"2013-06-30 00:00:00",170958.6,"2013-07-03 00:00:00",174911.4,NULL,1,Pesos
379,"2013-08-31 00:00:00",591931,"2013-08-22 00:00:00",528969,NULL,1,Pesos
380,"2013-10-31 00:00:00",158112,"2013-10-31 00:00:00",491938.34,NULL,1,Pesos
381,"2013-12-31 00:00:00",158112,"2013-12-27 00:00:00",173392.44,NULL,1,Pesos
382,"2013-02-28 00:00:00",22728,"2013-02-28 00:00:00",22728,NULL,1,Pesos
383,"2013-04-30 00:00:00",62256.6,"2013-04-30 00:00:00",62256.6,NULL,1,Pesos
384,"2013-06-30 00:00:00",454572,"2013-07-03 00:00:00",627507,NULL,1,Pesos
385,"2013-08-31 00:00:00",529675.2,"2013-08-30 00:00:00",334840,NULL,1,Pesos
386,"2013-10-31 00:00:00",238168,"2013-10-31 00:00:00",206861,NULL,1,Pesos
387,"2013-12-31 00:00:00",79056,"2013-12-27 00:00:00",295787.1,NULL,1,Pesos
388,"2013-02-28 00:00:00",45325.44,"2013-02-28 00:00:00",45325.44,NULL,1,Pesos
389,"2013-04-30 00:00:00",0,NULL,0,NULL,1,Pesos
390,"2013-06-30 00:00:00",56656.8,NULL,0,NULL,1,Pesos
391,"2013-08-31 00:00:00",849852,"2013-08-30 00:00:00",166600,NULL,1,Pesos
392,"2013-10-31 00:00:00",747408.6,"2013-10-31 00:00:00",295019.62,NULL,1,Pesos
393,"2013-12-31 00:00:00",226627.2,"2013-12-27 00:00:00",263148.53,NULL,1,Pesos
394,"2013-02-28 00:00:00",80439.48,"2013-02-28 00:00:00",80439.48,NULL,1,Pesos
395,"2013-04-30 00:00:00",318467.22,"2013-04-30 00:00:00",318467.22,NULL,1,Pesos
396,"2013-06-30 00:00:00",35100.86,"2013-07-03 00:00:00",20475.5,NULL,1,Pesos
397,"2013-08-31 00:00:00",365634,"2013-08-30 00:00:00",600665,NULL,1,Pesos
398,"2013-10-31 00:00:00",29250.72,"2013-10-31 00:00:00",57539.55,NULL,1,Pesos
399,"2013-12-31 00:00:00",29250.72,"2013-11-29 00:00:00",395497.97,NULL,1,Pesos
364,"2013-02-28 00:00:00",0,NULL,0,NULL,1,Pesos
365,"2013-04-30 00:00:00",8715,"2013-04-30 00:00:00",8715,NULL,1,Pesos
366,"2013-06-30 00:00:00",1513.58,"2013-07-03 00:00:00",1513.58,NULL,1,Pesos
367,"2013-08-31 00:00:00",29111,NULL,0,NULL,1,Pesos
368,"2013-10-31 00:00:00",29111,NULL,0,NULL,1,Pesos
369,"2013-12-31 00:00:00",0,NULL,0,NULL,1,Pesos
358,"2013-02-28 00:00:00",414385,"2013-02-28 00:00:00",414385,NULL,1,Pesos
359,"2013-04-30 00:00:00",71772,"2013-04-30 00:00:00",75563,NULL,1,Pesos
360,"2013-06-30 00:00:00",195004.4,"2013-07-03 00:00:00",174839,NULL,1,Pesos
361,"2013-08-31 00:00:00",755643,"2013-08-30 00:00:00",389777,NULL,1,Pesos
362,"2013-10-31 00:00:00",182441,"2013-10-31 00:00:00",891347.2,NULL,1,Pesos
363,"2013-12-31 00:00:00",182441,"2013-12-27 00:00:00",856876.1,NULL,1,Pesos
352,"2013-02-28 00:00:00",0,NULL,0,NULL,1,Pesos
353,"2013-04-30 00:00:00",0,NULL,0,NULL,1,Pesos
354,"2013-06-30 00:00:00",4260,"2013-07-03 00:00:00",4260,NULL,1,Pesos
355,"2013-08-31 00:00:00",74550,NULL,0,NULL,1,Pesos
356,"2013-10-31 00:00:00",0,NULL,0,NULL,1,Pesos
357,"2013-12-31 00:00:00",0,NULL,0,NULL,1,Pesos
425,"2013-02-28 00:00:00",146340,"2013-03-22 00:00:00",146340,NULL,1,Pesos
426,"2013-03-29 00:00:00",124659,"2013-07-31 00:00:00",124659,NULL,1,Pesos
443,"2013-02-08 00:00:00",1243693,"2013-02-04 00:00:00",1478170,NULL,1,Pesos
444,"2013-03-08 00:00:00",768700,"2013-03-22 00:00:00",605005,NULL,1,Pesos
445,"2013-04-05 00:00:00",726700,"2013-04-04 00:00:00",472980,NULL,1,Pesos
446,"2013-05-03 00:00:00",726700,"2013-05-07 00:00:00",507275,NULL,1,Pesos
447,"2013-06-07 00:00:00",726700,"2013-06-04 00:00:00",472980,NULL,1,Pesos
600,"2013-07-08 00:00:00",0,"2013-07-03 00:00:00",564460,NULL,1,Pesos
601,"2013-08-05 00:00:00",0,"2013-09-16 00:00:00",68355,NULL,1,Pesos
448,"2013-04-30 00:00:00",44720,"2013-10-02 00:00:00",44720,NULL,1,Pesos
449,"2013-06-28 00:00:00",44720,"2013-10-02 00:00:00",44720,NULL,1,Pesos
450,"2013-08-30 00:00:00",89440,"2013-07-03 00:00:00",89440,NULL,1,Pesos
451,"2013-10-31 00:00:00",89440,"2013-10-02 00:00:00",89440,NULL,1,Pesos
628,"2013-09-05 00:00:00",815000,"2013-09-16 00:00:00",969085,NULL,1,Pesos
629,"2013-10-03 00:00:00",480000,"2013-10-02 00:00:00",381500,NULL,1,Pesos
630,"2013-10-31 00:00:00",480000,"2013-11-01 00:00:00",472980,NULL,1,Pesos
631,"2013-12-05 00:00:00",480000,"2013-12-03 00:00:00",472980,NULL,1,Pesos
632,"2013-12-31 00:00:00",480000,"2013-12-19 00:00:00",472980,NULL,1,Pesos
454,"2013-01-01 00:00:00",0,NULL,0,NULL,1,Pesos
484,"2013-03-08 00:00:00",1464954,"2013-03-31 00:00:00",483603,NULL,1,Pesos
485,"2013-04-30 00:00:00",1464954,"2013-04-30 00:00:00",624514,NULL,1,Pesos
486,"2013-06-28 00:00:00",1464954,"2013-06-30 00:00:00",1112625,NULL,1,Pesos
487,"2013-07-31 00:00:00",496003,"2013-07-31 00:00:00",403566,NULL,1,Pesos
488,"2013-08-30 00:00:00",683603,"2013-09-02 00:00:00",197274,NULL,1,Pesos
489,"2013-09-30 00:00:00",519563,"2013-09-30 00:00:00",308875,NULL,1,Pesos
683,"2013-10-31 00:00:00",682004,"2013-11-25 00:00:00",329166,NULL,1,Pesos
716,"2013-11-30 00:00:00",558004,"2013-12-05 00:00:00",176983,NULL,1,Pesos
717,"2013-12-31 00:00:00",310002,"2014-01-03 00:00:00",150041,NULL,1,Pesos
679,"2013-11-15 00:00:00",143000,"2013-12-01 00:00:00",143000,NULL,1,Pesos
680,"2013-11-15 00:00:00",143000,"2013-12-01 00:00:00",143000,NULL,1,Pesos
431,"2013-01-31 00:00:00",592493,"2013-03-01 00:00:00",592493,NULL,1,Pesos
432,"2013-02-28 00:00:00",287423,"2013-04-02 00:00:00",287423,NULL,1,Pesos
433,"2013-03-31 00:00:00",355179,"2013-04-16 00:00:00",355179,NULL,1,Pesos
434,"2013-04-30 00:00:00",620905,"2013-05-10 00:00:00",620905,NULL,1,Pesos
435,"2013-05-30 00:00:00",515258,"2013-06-17 00:00:00",515258,NULL,1,Pesos
436,"2013-06-30 00:00:00",487609,"2013-07-11 00:00:00",487609,NULL,1,Pesos
